coachella_sentiment,text
negative,Not impressed with the coachella line up this year! #Coachella2015 #coachellafail #wth
negative,still kinda underwhelmed by this lineup tho #Coachella2015
negative,"@portlandaniel @coachella Ah man, that's a bummer! Caleb and I have been training for it. #coachella2015"
negative,RT @818valleygirlll: I could see the like 7 good bands playing coachella all individually and still have money left over _Ù÷â #notworthitthisyÛ_
negative,Not even impressed and not just bitter.... #Coachella2015
negative,The Coachella line up this year is Really bad apart from a good few bands and artists but ohmygod #Coachella2015
negative,"Coachella 2015 kicks-off on @Twitter
https://t.co/aK2EETDgyM
(@Coachella is near Palm Springs)
#coachella 
#Coachella2015 
cc @DoctorGraffin"
negative,#Coachella2015 Not enough latin artists
negative,"Coachella, not the greatest lineup. They could do better. #coachella #Coachella2015 #coachellalineup"
negative,I wonder how many people are selling their #Coachella2015 tickets now that the lineup is out #awful #nothanks #drake #no
negative,I could see the like 7 good bands playing coachella all individually and still have money left over _Ù÷â #notworthitthisyear #coachella2015
negative,RT @nobuttschill: I don't wanna waste my drugs on ACDC. #Coachella2015
negative,Hipsters must be proud of themselves... #Coachella2015 #No
negative,fuck me #Coachella2015
negative,"A band that shouldn't be alive, a guy who looks dead and...eyebrows that started from the bottom and never stopped. #Coachella2015"
negative,@coachella lineup released. Looks like I'm not going... AC/DC headlining? #Coachella2015 #BreakingNews http://t.co/q5G93jg85T
negative,RT @asapxserg: We out #Coachella2015 @TacoJones23 http://t.co/JcA0CKaXft
negative,"My phone sucks for examining the #Coachella2015 poster - So Jack White is on, but not The Dead Weather? How 'bout Eagles of Death Metal?"
negative,Other than that I'm actually happy the lineup isn't as good as last year lol #coachella2015
negative,Is anyone stressing that AC/DC &amp; Steely Dan's set times might overlap? #Coachella2015
negative,Time to alien the FUCK out _ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ_ _ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ_#Coachella2015
negative,The lineup for #Coachella2015  looks hella wreak compared to last years! But then again how could u top Outkast?
negative,"90% of the #Coachella2015 lineup is just a big, hipster mess."
negative,I might be the only person in the world who doesn't like a single band playing #Coachella2015
negative,"ÛÏ@ProzacNation_: ÛÏ@AniCaribbean: That #Coachella2015 lineup tho http://t.co/1XTkKJuqRBÛ
Allow how the Weeknd are playing and it's in cali_Ù÷©_Ù÷_"
negative,#Coachella2015 PLEASEEEEEEEEEEEEEEEE :(
negative,#Coachella2015 I don't have enough money to go. http://t.co/umt4JagpIy
negative,Follow francaise lebanese Lea Makhoul in instagram _ÙÔà_ÙÔà_ÙÔà_ÙÔà http://t.co/fWeMwrdBL3  LeaMakhoul #fashion  #France    #Coachella2015
negative,#Coachella2015..with that lineup..No thank you!_Ù÷â
negative,Not too sure about this Coachella lineup. Looks a little weak #Coachella2015
negative,"Really disappointed ""Ku Klux Clown"" is missing. http://t.co/y1qAUSDKAL #coachella2015"
negative,Who goes to #Coachella2015 to see #Interpol the Band? Why go thru all that trouble?
negative,Trying to be excited about #Coachella2015 but I need to go get my glasses to read the line-up :( http://t.co/n5mXM1niYi
negative,azealia banks no #coachella2015? who is azealia?
negative,Just seen the Coachella line up. A bit disappointing #Coachella2015
negative,ÛÏ@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/kE71TRiL0DÛ
negative,The #Coachella2015 line up _Ù÷__Ù÷_
negative,#Coachella2015 line up looks weak http://t.co/bssxf7FiIU
negative,Why is Arctic Monkeys not part of this line-up........... @coachella #Coachella2015
negative,RT @CharlieAdrien: LMFAO!!! RT @Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/BJ3ay8rcwS
negative,Only care about Interpol and Drake tbh. _Ùª_ #Coachella2015
negative,so many #jacku fans sad to see #jackwhite instead at #Coachella2015
negative,@renrendaquial  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 _ÙÕÛ_ÙÕÛ
negative,"@MshxMsh  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û

Lmaaaaooooo"
negative,@WaltyNamedSalty  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û _ÙÕÑ
negative,Kinda disappointed in the Coachella line up again this year. All I want is an epic line up like 2011. _Ù÷Ó #coachella #Coachella2015
negative,@MshxMsh  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û_Ù÷__Ù÷__Ù÷â_Ù÷â_Ù÷â_Ù÷â
negative,@bigmonstermusic  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û _Ù÷µ_Ù÷©_Ù÷__Ù÷__Ù÷_
negative,@VampLover17  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û_Ù÷__Ù÷__Ù÷â_Ù÷â_Ù÷â_Ù÷â
negative,"""@Forever21: The lineup is here! #Coachella2015 http://t.co/lUHZGSQY1v"" wouldn't mind going here _Ù÷©"
negative,@jeb_montecillo  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û_Ù÷__Ù÷__Ù÷_
negative,"Not too impressed with #Coachella2015 lineup. But Florence, brand new, and circa survive on the same day? Damnnnnn.."
negative,@bodieknowsbest  RT Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015
negative,@maguipapa  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û imagine lmfao
negative,headliners were all predictable #Coachella2015
negative,Not this year #coachella #coachella2015 #notimpressed _Ù÷_ÙÕ© @ Coachella Music And Arts Festival http://t.co/8SzQY3wPlB
negative,@coachella take @Drake off the lineup and put @wizkhalifa in! #Coachella2015
negative,Save your money for @RiotFest instead of @coachella #Coachella2015
negative,"Only good thing to come out of #Coachella2015 Is Interpol,St Vincent and Run the Jewels"
negative,"I little bit disappointed, but the first day is gonna be amazing!! #Coachella #coachella2015 #lineup http://t.co/ky1VcyU0tS"
negative,Drake as one of the headliners at #coachella2015 ? Used to like him until I saw him perform on stage #boring
negative,"Nobody I really planned to see, ever. #Coachella2015"
negative,*cries* #Coachella2015  @selenanot_gomez http://t.co/DLFEIbfoVq
negative,@Drake is headlining @coachella!! #dying #Coachella2015 #nodebatethisyear
negative,Really wanted to go to #coachella2015 this year...until I saw the lineup. _Ù÷Ô
negative,There's Like Only 20 Artist I'd Care To See On The #Coachella2015 Line Up... Not Worth It Though_Ù÷â_Ù÷«
negative,Meh. Lineup is only so so. #Coachella2015 Lineup Announced http://t.co/vSIb0eN4Aq via @pitchfork
negative,Soo disappointed in Coachella's lineup _Ù÷__Ù÷__Ù÷_ #thisyearsucks #coachella2015 #disappointed
negative,I'm hyperventilating. ANDREW MCMAHON?!?!?!?! #coachella #Coachella2015
negative,was seriously considering going to @coachella this year after so much hype. most random line up ever #nothanks #Coachella2015
negative,"Wait. No ""Subterranean Bearded Women of the Moscow Underground?"" http://t.co/y1qAUSDKAL #coachella2015"
negative,LMFAO!!! RT @Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/ti0gZ9mQmh
negative,ÛÏ@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/ijiXh95uk9Û _Ù÷µ_Ù÷©_Ù÷__Ù÷__Ù÷_
negative,Who I am supposed to get excited about music with now _ÙÔ_ #coachella2015
negative,Im not to thrilled about the #coachella2015 lineup but I'm excited for festival season. I really want to go to a festival this year!
negative,ACDC. J.White. #Coachella2015. â___â
negative,Biggest letdown of 2015 = the coachella lineup.  #coachella #coachella2015 #yikes
negative,@coachella why drake as a closer?! _Ù÷©_ÙÓÇ everything else is the _ÙÕ© though! #Coachella2015 http://t.co/w2Gb2XuU34
negative,Friday Night kicks ass!!! Saturday and Sunday are ehhhh #Coachella2015 http://t.co/r6e9XPi5Ed
negative,"Go home #Coachella2015 lineup, you're drunk."
negative,RT @_AbbyT: SHUT UP #Coachella2015 http://t.co/5Kyl6yYLz4
negative,I'm honestly pretty disappointed by the #Coachella2015 lineup man. Might have to do @BottleRockNapa instead...
negative,Haters are about to get real quiet when everyone sees how sick @Drake is live @coachella #Coachella2015
negative,The #Coachella2015 lineup is very weak. And how Kasabian are that far down the pecking order I will never understand.
negative,#Coachella2015 line up is weak as fuck.
negative,Really drake at Coachella. Hmmm interesting. #coachella2015
negative,WTF Nero is the ONLY dubstep... #Coachella2015
negative,#Coachella2015 : Where are The Strokes? http://t.co/9WvBFksp3w
negative,"#Drake? #Coachella2015 I guess Sunday is ""Just hold on were going home (early)"""
negative,#Coachella2015 lineup is kinda weak _Ù÷ all I care for is Marina and the Diamonds + Madeon.
negative,"Dear #Coachella, find better headliners please. #Coachella2015 #coachellalineup"
negative,The #Coachella2015 lineup with AC/DC and Steely Dan. All.I need to get excited about going again. Hmmm. @Coachella http://t.co/dko1PPmt5m
negative,I hope Kanye is a surprise guest during Steely Dan. 18 year olds will think Steely Dan is going to be famous now bc of it #Coachella2015
negative,FUCKING DRAKE HEADLINING #Coachella2015 ?åÀ?åÀ?åÀ? WTF
negative,"#Coachella2015 thoughts? I'm not as excited as I'd hoped I'd be, personally... http://t.co/yCP2K3s6gH @coachella #coachellalineup"
negative,I'm gonna sit in a circle &amp; cry through all of @Drake set #coachella2015
negative,Jack White tho!! #Coachella2015 _Ù÷__Ù÷__Ù÷_ #Rage
negative,Oh shit the line up is out! #coachella2015
negative,.@stromae at #coachella2015 is literally the only reason i want to go to... the rest of the line up is kind of a snooze. #sorrynotsorry
negative,Anyone else not completely sold? #Coachella2015 http://t.co/lgNnyH722u
negative,Recycled as fuck #Coachella2015 #Coachella http://t.co/OvQ25JHrBy
negative,Line up out already or is it fake like every other year! #coachella2015
negative,#Coachella2015 is a fersure thing Ï_
cant tell,might just cry looking at this line up #Coachella2015 http://t.co/6NYfz6jBo0
cant tell,"Mad S/o to @ChicanoBatman from Plaza De LA Raza to #Coachella2015 the world is your stage, Ahora ay Bailar"
cant tell,Current mood. #Coachella #Coachella2015 #me http://t.co/aJXJmxqzNb
cant tell,No one understands_Ù÷© #Coachella2015 http://t.co/ZyFw5yinnu
cant tell,RT @lifelovelana: How I feel about #Coachella2015 this year @Coachella @Drake http://t.co/igCEQb0EUV
cant tell,Stressed #Coachella2015
cant tell,Anxiety level ridiculous _Ù÷Õ #Coachella2015
cant tell,RT @robertosmind: Lil Jon responds to the #Coachella2015 line-up. Pretty funny! @funnyordie http://t.co/yxD6DVyozW
cant tell,It's looking like Drake might be the Outkast of this year's festival circuit... #Coachella2015 #GovBall2015
cant tell,Kim Jong Un's reaction to the #Coachella2015  Lineup http://t.co/dFonkohDCZ
cant tell,RT @laurenonizzle: When I saw Steely Dan and AC/DC on the #Coachella2015 lineup I was likeÛ_ http://t.co/wamcGhgMoJ
cant tell,RT @Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/sSXXgxiG4o
cant tell,Will forever grieve for #Coachella2015
cant tell,"Watch ""Buskberry Grove"". #buskberrygrove #NowWatching #nowplaying #Coachella #Coachella2015 #source #tmz SHARE &amp; RT!! http://t.co/BlDYaOBWA1"
cant tell,THIS MAKES ME WANT TO KILL MYSELF  #Coachella2015 http://t.co/5n9WaXMRtX
cant tell,"RT @MCWORLD14: I  bleach / idk boutchuuuuu but dizzzzzZzz qttttttttt weady fo #coachella2015
""Miley irÌÁ al Festival #coachella2015"" http://Û_"
cant tell,"""@Forever21: The lineup is here! #Coachella2015 http://t.co/Ml6EVpPjNu""

Lil B"
cant tell,Jungle en #Coachella2015
cant tell,What kinda of crowd is #Coachella2015 expecting? Dirty Metal Black Hippies?
cant tell,How do Ride keep getting so high up on festival line ups? I am yet to met anyone who actually cares about Ride.... #Ride #Coachella2015
cant tell,"I loved Khaleesi and Khal _ü_ÙªÎ

#mycalvins #Coachella2015 #GameOfThrones http://t.co/S6ymkRqEAl"
cant tell,"#Coachella2015 
I will do!!"
cant tell,"RT @thekevinryder: Maybe there's still time to add the ""Jack-Officers."" #Coachella #Coachella2015"
cant tell,"What I would only see this year,this years lineup_Ù÷, and the lineup from when we didn't go #Coachella2015 @uhmkeila http://t.co/XoDPnenPdn"
cant tell,Listening to the Coachella playlist on Spotify and trying to keep my cool... #Coachella2015 #Spotify @Alabama_Shakes
cant tell,Thotz? #Coachella #Coachella2015 http://t.co/OG6XlkNogU
cant tell,RT @Inadazeee96: Lol word #Coachella2015 http://t.co/byyiBk3C4z
cant tell,RT @AniCaribbean: That #Coachella2015 lineup tho http://t.co/lBA0aKzm4g
cant tell,Drake headlining Coachella?! That's like The Zit Remedy headlining Glastonbury. #Coachella2015
cant tell,. coachella Emoji artwork by @callmemishanti @callmemishanti #coachella #coachella2015 #emojiartÛ_ http://t.co/yiy1XLfPVe
cant tell,They could replace eye exam posters with #Cochella posters. #Coachella2015 #CochellaLineup #MusicFest2015 @laurenramirez #funnygirl
